code	name	group	energy_kcal	protein_g	carbs_g	sugars_g	fat_g	sat_fat_g	fiber_g	sodium_mg
32039	Céréales pour petit déjeuner fourrées au lait ou à la vanille, non enrichies en vitamines et minéraux	céréales de petit-déjeuner	440	7,94	67,5	26,8	14,5	3,23	3,4	213
32040	Grains de blé soufflés au miel ou caramel, non enrichis en vitamines et minéraux	céréales de petit-déjeuner	382	8,93	77,6	32	2,52	0,63	6,53	-
32041	Mélange de flocons de céréales, nature, non enrichi en vitamines et minéraux	céréales de petit-déjeuner	341	10,2	61,7	1,49	3,17	0,6	12,4	traces
32042	Pétales de céréales, nature, sucrées, non enrichies en vitamines et minéraux	céréales de petit-déjeuner	377	8	80,1	13,9	1,5	0,52	5,7	288
32043	Pétales de céréales, nature, sans sucres ajoutés, non enrichies en vitamines et minéraux	céréales de petit-déjeuner	369	12,2	70,2	0,88	2,78	0,42	7,28	-
32107	Pétales de maïs glacés au sucre, non enrichis en vitamines et minéraux	céréales de petit-déjeuner	381	6,22	85,4	23,4	0,96	0,36	2,8	450
32108	Muesli croustillant aux fruits, avec ou sans fruits à coque et/ou graines, non enrichi en vitamines et minéraux	céréales de petit-déjeuner	442	8,69	62,7	22,4	15,7	4,43	7,1	47
32109	Muesli croustillant au chocolat, non enrichi en vitamines et minéraux	céréales de petit-déjeuner	446	9,25	64,7	21,5	15,1	5,26	6,8	122
32110	Muesli floconneux aux fruits, fruits à coque et/ou graines, enrichi en vitamines et minéraux	céréales de petit-déjeuner	378	9,5	68,9	20,3	5,3	0,97	7,4	129
32111	Muesli croustillant aux fruits, avec ou sans fruits à coque et/ou graines, enrichi en vitamines et minéraux	céréales de petit-déjeuner	464	8,38	60,4	19,1	19,4	3,58	6,7	223
32112	Muesli croustillant au chocolat, enrichi en vitamines et minéraux	céréales de petit-déjeuner	469	8	61,9	22,3	19,7	6,68	5,3	194
32113	Muesli floconneux aux fruits, fruits à coque et/ou graines, sans sucres ajoutés, non enrichi	céréales de petit-déjeuner	374	10,3	59,8	13,3	8,1	1,54	8,9	9
32116	Céréales pour petit déjeuner très riches en fibres, nature, enrichies en vitamines et minéraux	céréales de petit-déjeuner	327	13,4	43,3	10,4	3,8	0,75	33,1	536
32121	Pétales de maïs glacés au sucre, enrichis en vitamines et minéraux	céréales de petit-déjeuner	381	4,25	88,6	36,4	0,5	0,14	2,3	322
32129	Boules de maïs soufflées au miel, non enrichies en vitamines et minéraux	céréales de petit-déjeuner	389	5,84	87,3	26,3	1,41	0,19	2,01	320
32130	Blé khorasan complet soufflé	céréales de petit-déjeuner	378	6,68	80,5	23,4	1,96	0,52	4,4	10,8
32131	Riz soufflé chocolaté, enrichi en vitamines et minéraux	céréales de petit-déjeuner	382	6,75	81,8	18	2	1,05	4,5	248
32133	Boules de maïs soufflées au miel, enrichies en vitamines et minéraux	céréales de petit-déjeuner	384	5,63	86,6	22,9	0,9	0,24	3,2	357
32138	Muesli floconneux aux fruits, fruits à coque et/ou graines, non enrichi en vitamines et minéraux	céréales de petit-déjeuner	371	10,6	60,9	11,7	7	2,09	9,8	23
32139	Muesli enrichi en vitamines et minéraux (aliment moyen)	céréales de petit-déjeuner	436	8,78	63,6	19,7	14,6	3,51	6,77	184
32140	Flocons d'avoine	céréales de petit-déjeuner	369	10,6	57,7	1,04	7,82	1,37	11,2	4
32141	Muesli non enrichi en vitamines et minéraux (aliment moyen)	céréales de petit-déjeuner	409	9,63	61,8	17,2	11,6	3,3	8,36	37,1
32142	Céréales pour petit déjeuner au miel ou caramel, soufflées ou extrudées, enrichies en vitamines et minéraux	céréales de petit-déjeuner	388	7,44	75,4	21,8	4,6	0,76	6,3	363
32143	Céréales pour petit déjeuner au miel ou caramel, soufflées ou extrudées, non enrichies en vitamines et minéraux	céréales de petit-déjeuner	382	6,73	80,1	21,9	2,78	0,62	5,03	-
32144	Muesli croustillant aux fruits à coque et/ou graines uniquement, enrichi en vitamines et minéraux	céréales de petit-déjeuner	433	9,77	63,3	14,7	13,8	3,73	8,27	-
32145	Muesli croustillant aux fruits à coque et/ou graines uniquement, non enrichi en vitamines et minéraux	céréales de petit-déjeuner	450	10	61,2	17,2	16,5	2,65	6,7	86
31100	Barre céréalière pour petit déjeuner au lait, au chocolat ou non, enrichie en vitamines et minéraux	barres céréalières	382	7,06	79,5	28,1	3,2	1,74	4,5	217
31101	"Barre céréalière ""équilibre"" aux fruits, enrichie en vitamines et minéraux"	barres céréalières	382	6,13	73,3	30,4	6,53	3,5	4,13	297
31102	"Barre céréalière ""équilibre"" au chocolat, enrichie en vitamines et minéraux"	barres céréalières	407	5,99	70,3	32,3	10,9	6,65	3,7	277
31104	Barre céréalière diététique hypocalorique	barres céréalières	391	5,9	71	8,5	11,2	9,6	5,8	300
31106	Barre céréalière au chocolat	barres céréalières	451	6,55	73	32,9	14,9	7,37	4,5	201
31113	Barre céréalière aux fruits	barres céréalières	379	5,49	74,1	29,6	7,07	3,44	3,8	249
31114	Barre céréalière aux amandes ou noisettes	barres céréalières	444	8,69	60,6	20,4	18,2	4,03	4,6	179
31115	Barre céréalière au chocolat et aux fruits	barres céréalières	419	5,7	70,4	34,8	11,8	7,45	4,04	221
19688	Baba au rhum, rayon frais	gâteaux et pâtisseries	174	2,8	28,3	28,3	2,35	1,8	0,76	96,5
23000	Gâteau (aliment moyen)	gâteaux et pâtisseries	410	5,49	51,8	29,3	19,6	5,13	2,38	289
23001	Cheesecake, préemballé	gâteaux et pâtisseries	337	5,44	34,1	21,3	19,7	11,4	0,7	174
23005	Gâteau Paris-Brest (pâte à choux crème mousseline praliné)	gâteaux et pâtisseries	327	5,42	29,1	18,6	20,5	12,5	1,1	119
23006	Forêt noire, pâtisserie type génoise au chocolat et crème multi-couches, avec ou sans cerises	gâteaux et pâtisseries	317	3,66	39,1	26,4	14,8	9,71	1,85	69
23007	Gâteau mousse de fruits sur génoise, type miroir, bavarois	gâteaux et pâtisseries	265	2,79	30,8	24,3	14,5	8,89	< 1	44,5
23008	Entremets type Opéra	gâteaux et pâtisseries	392	5,19	37,6	33,3	24	13,4	2,3	42
23009	Fraisier ou framboisier	gâteaux et pâtisseries	221	2,6	25	21	12	7,5	1,5	61,7
23021	Baba au rhum, artisanal	gâteaux et pâtisseries	-	2,25	36,3	29,9	9,9	6,42	0,8	87
23022	Canelé	gâteaux et pâtisseries	298	5	61	41,2	3,2	2,11	2,6	74,4
23023	Kouign amann, préemballé	gâteaux et pâtisseries	489	3,64	53,2	27,8	28,8	19,9	1,45	-
23024	Macaron moelleux fourré à la confiture ou à la crème	gâteaux et pâtisseries	448	11	56,5	51,3	19	2,5	2,9	65,5
23030	Bûche de Noël pâtissière	gâteaux et pâtisseries	363	4,25	39,8	31,8	20,4	11,1	1	95
23031	Brownie au chocolat et aux fruits à coques, préemballé	gâteaux et pâtisseries	466	6,58	45,9	32	27,7	6,71	3,18	148
23032	Brownie au chocolat, préemballé	gâteaux et pâtisseries	458	5,94	50,6	35,1	25,4	7,32	3,4	138
23033	Rocher coco ou congolais (petit gâteau à la noix de coco), préemballé	gâteaux et pâtisseries	459	3,98	56,1	49,3	23	19,7	5,62	-
23050	Biscuit de Savoie	gâteaux et pâtisseries	260	5,9	56,3	-	0,8	0,12	1,5	749
23080	Quatre-quarts (beurre, oeufs, sucre, farine), artisanal	gâteaux et pâtisseries	440	5,94	46	26,8	25,6	15,8	1,1	206
23081	Quatre-quarts (beurre, oeufs, sucre, farine), préemballé	gâteaux et pâtisseries	434	5,94	48,2	26,4	23,9	15,2	1,1	426
23082	Barre pâtissière, préemballée	gâteaux et pâtisseries	378	5,38	54,7	26,8	14,9	1,59	1,4	512
23103	Gâteau moelleux au citron, préemballé	gâteaux et pâtisseries	411	6,81	49,6	30,5	20,4	7,93	1	217
23120	Gâteau breton fourré à la crème de pruneaux, préemballé	gâteaux et pâtisseries	453	5,17	59,3	37,7	21,3	12,7	1,5	-
23121	Far breton aux pruneaux	gâteaux et pâtisseries	229	5,13	32	21,5	8	4,79	3,4	93
23122	Kouign Amann, artisanal	gâteaux et pâtisseries	449	5,81	48,7	20,5	25,1	16,7	2,2	340
23200	Pain d'épices, préemballé	gâteaux et pâtisseries	318	3,14	71,8	40,8	1,15	0,24	3,78	189
23220	Pain d'épices fourré aux fruits ou nonnette, préemballé	gâteaux et pâtisseries	338	3,85	75	45,4	2,15	0,35	1,74	143
23300	Baklava ou baklawa (pâtisserie orientale aux amandes et sirop)	gâteaux et pâtisseries	459	10,4	49,2	39,6	24,5	4,7	< 1	29,8
23301	Corne de gazelle (pâtisserie orientale aux amandes en forme de croissant recouverte de sucre glace)	gâteaux et pâtisseries	474	8,55	60,2	32	22,1	7,78	< 1	59,2
23455	Chou à la crème, sans précision (chantilly ou pâtissière)	gâteaux et pâtisseries	325	4,5	25,1	16,7	22,9	14,5	< 0,5	110
23456	Chou à la crème chantilly, Saint-honoré	gâteaux et pâtisseries	337	4,63	22,9	8,9	25	13,6	1	149
23457	Chou à la crème pâtissière	gâteaux et pâtisseries	225	4,31	34,9	10,7	7,3	3,38	1	99,5
23477	Éclair	gâteaux et pâtisseries	264	5,78	31,6	18,9	11,8	6,11	3,9	92,5
23479	Tarte aux fruits et crème pâtissière	gâteaux et pâtisseries	205	2,94	30	18,7	7,7	4,8	1,3	104
23481	Tarte normande aux pommes (garniture farine, oeufs, crème, sucre, calvados), artisanale	gâteaux et pâtisseries	313	4,44	38,7	25,8	15	8,37	2,5	93
23485	Tarte au citron	gâteaux et pâtisseries	319	5,56	43,1	34,1	13,6	7,65	0,97	51,6
23490	Tarte ou tartelette aux pommes	gâteaux et pâtisseries	227	2,52	32,7	20,7	8,79	4,66	3,3	122
23491	Tarte aux fraises, artisanale	gâteaux et pâtisseries	318	3,19	31	12,9	19,8	9,04	1,5	57,3
23493	Crumble aux pommes, préemballé	gâteaux et pâtisseries	226	1,71	35,4	19	8,17	5,43	1,9	34
23494	Tarte aux abricots	gâteaux et pâtisseries	285	3,18	41	17,5	10,7	6,43	5,9	89,3
23495	Tarte aux fruits rouges	gâteaux et pâtisseries	231	3,5	36,5	20,8	6,87	3,85	4,5	82,5
23496	Tarte tatin aux pommes	gâteaux et pâtisseries	245	1,76	38,1	28,5	9,25	5,79	1,25	76
23497	Tarte au chocolat, fabrication artisanale	gâteaux et pâtisseries	469	5,94	40,9	22,7	30,7	18,9	2,9	74,4
23498	Tarte ou tartelette aux fruits (aliment moyen)	gâteaux et pâtisseries	245	3,18	34,1	21,6	9,99	5,52	2,4	97,9
23525	Flan pâtissier aux oeufs ou à la parisienne	gâteaux et pâtisseries	211	3,97	33,2	17,5	6,85	4,08	0,48	94
23531	Charlotte aux fruits	gâteaux et pâtisseries	200	5,16	28,2	21,7	6,64	3,34	2,8	15,1
23540	Gâteau moka ou gâteau au café	gâteaux et pâtisseries	386	4,1	23	17	30,8	11	0,4	88
23585	Gâteau au chocolat, préemballé	gâteaux et pâtisseries	445	5,88	51	28,6	24	5,71	3,7	167
23586	Gâteau au chocolat type fondant ou mi-cuit, préemballé	gâteaux et pâtisseries	467	6	43	34,1	29,7	6,22	1,85	101
23588	Gâteau ou cake au yaourt, préemballé	gâteaux et pâtisseries	409	5,88	52	27,7	19,1	2,23	2,7	380
23594	Gâteau moelleux nature type génoise, préemballé	gâteaux et pâtisseries	378	6,7	57,6	30,5	13,2	2,3	0,8	557
23680	Galette des rois feuilletée, fourrée à la pomme	gâteaux et pâtisseries	289	3,4	29,1	10,2	17,2	11,6	2	-
23684	Galette des rois feuilletée, fourrée frangipane, et Pithiviers	gâteaux et pâtisseries	438	7,6	33,4	12,3	30	14	2	280
23799	Crêpe, nature, préemballée, rayon frais	gâteaux et pâtisseries	257	6,31	41,6	19,1	6,8	3,6	2,2	210
23800	Crêpe, nature, préemballée, rayon température ambiante	gâteaux et pâtisseries	389	7,65	59,9	28,8	12,8	6,48	1,61	685
23801	Galette de sarrasin, nature, souple (à garnir) préemballée	gâteaux et pâtisseries	161	5,32	30,5	traces	1,74	0,51	< 1	544
23802	Gâteau basque à la crème pâtissière	gâteaux et pâtisseries	340	3,75	51,5	28,1	13	7,55	1	189
23803	Gâteau basque aux cerises	gâteaux et pâtisseries	395	4,3	63,3	42	13,5	9,1	1,4	170
23804	Crêpe fourrée au chocolat et aux billes de céréales croustillantes, préemballée	gâteaux et pâtisseries	448	6,81	58,3	35	20,3	7,39	2,52	-
23815	Crêpe fourrée au sucre, préemballée	gâteaux et pâtisseries	406	6,62	58,7	31	15,8	9,38	1,04	572
23820	Crêpe fourrée à la confiture, faite maison	gâteaux et pâtisseries	296	6,51	54	19,4	5,74	3,36	1	356
23821	Crêpe fourrée au chocolat ou à la pâte à tartiner chocolat et noisettes, faite maison	gâteaux et pâtisseries	388	7,76	54,3	20,4	15,1	6,06	2,22	359
23827	Pancake (petite crêpe épaisse), sucrée, préemballée	gâteaux et pâtisseries	358	5,5	45,3	25,6	16,6	2,11	2,2	548
23828	Pancake (petite crêpe épaisse), fourrée à la pâte à tartiner chocolat noisette, préemballée	gâteaux et pâtisseries	331	6,83	50,1	28,1	11	2,13	2,2	-
23829	Crêpe fourrée au chocolat, préemballée	gâteaux et pâtisseries	439	6,83	58,6	39,1	19,1	5,73	2,43	294
23830	Crêpe fourrée fraise, préemballée	gâteaux et pâtisseries	351	4,96	64,3	39,9	7,91	3,93	1,5	-
23849	Gaufre fine fourrée au miel, au caramel ou à la vergeoise, préemballée	gâteaux et pâtisseries	455	4,56	67	37	18,3	8	1,9	308
23850	Gaufre bruxelloise ou liégeoise nature, artisanale	gâteaux et pâtisseries	301	8	36,1	4,8	13,4	5,12	1,9	394
23851	Gaufre moelleuse (type bruxelloise ou liégeoise), nature ou sucrée, préemballée	gâteaux et pâtisseries	455	6,19	52,1	26,9	24,1	10,5	2,4	301
23852	Gaufre moelleuse (type bruxelloise ou liégeoise), au chocolat, préemballée	gâteaux et pâtisseries	460	5,59	54,4	27,7	23,9	12	2,36	-
23853	Gaufre croustillante (fine ou sèche), nature ou sucrée, préemballée	gâteaux et pâtisseries	477	6,22	67,6	33,1	19,7	12,6	1,78	279
23880	Beignet ou donut rond moelleux, sans fourrage, saupoudré de sucre	gâteaux et pâtisseries	404	7,25	39,4	10,7	23,7	9,46	2	444
23881	Beignet ou donut fourré aux fruits (fourrage type confiture), préemballé	gâteaux et pâtisseries	391	5,1	49,5	19	19	3,1	0,9	283
23885	Beignet ou donut fourré ou nappé goût chocolat ou chocolat noisette, préemballé	gâteaux et pâtisseries	407	5,3	48	20	21	4,2	2,6	280
23900	Pâtisserie (aliment moyen)	gâteaux et pâtisseries	279	4,14	35,5	21,2	12,9	6,8	1,98	104
23909	Cake aux fruits (confits et/ou raisins secs), préemballé	gâteaux et pâtisseries	360	4,19	55,2	35,8	12,6	1,6	2,1	234
23925	Gâteau marbré au chocolat, préemballé	gâteaux et pâtisseries	438	5,68	50,5	27,2	23,2	4,65	1,83	273
23935	Gâteau moelleux nature, préemballé	gâteaux et pâtisseries	438	5,42	53,1	27,3	22,4	4,41	1,23	-
23937	Gâteau moelleux aux fruits, préemballé	gâteaux et pâtisseries	382	3	69	52	10	6	2	50
23938	Gâteau moelleux aux fruits à coque, type gâteau creusois, préemballé	gâteaux et pâtisseries	418	6,35	48,8	36,5	21,5	11,4	1,9	204
23939	Gâteau moelleux fourré au chocolat, type mini-cake, mini-roulé, ourson…, préemballé	gâteaux et pâtisseries	414	5,44	55,4	30,4	18,2	4,21	3,2	224
23941	Gâteau moelleux fourré aux fruits type mini-roulé ou mini-cake fourré, préemballé	gâteaux et pâtisseries	374	4,63	57,7	33,9	12,8	2,35	4,5	243
23943	Gâteau moelleux aux pépites de chocolat, type mini-cake, préemballé	gâteaux et pâtisseries	442	5,38	50,2	28,7	23,6	8,45	3,7	327
23944	Gâteau moelleux fourré au chocolat et enrobé ou nappé de chocolat, préemballé	gâteaux et pâtisseries	440	5	53,8	31,3	21,8	8,8	2,7	124
23945	Gâteau moelleux fourré au chocolat et au lait, enrobé de chocolat, préemballé	gâteaux et pâtisseries	446	5,81	52,9	35,3	23,1	16,3	1,58	-
23951	Muffin, aux fruits (myrtilles et autres), préemballé	gâteaux et pâtisseries	397	4,81	49,1	31,7	19,9	5,22	1,34	336
23952	Muffin, au chocolat, préemballé	gâteaux et pâtisseries	444	5,58	52,5	30,2	23	5,34	2,42	200
24630	Madeleine, pur beurre, préemballée	gâteaux et pâtisseries	453	5,88	52,4	27,3	24,1	15,3	1,27	275
24631	Madeleine au chocolat (nappage, pépites ou fourrage…), préemballée	gâteaux et pâtisseries	447	5,45	53,7	28,5	22,7	5,25	2,05	324
24632	Madeleine ordinaire, préemballée	gâteaux et pâtisseries	441	5,55	55,3	28,4	21,6	2,8	1,4	355
24663	Tarte aux poires amandine	gâteaux et pâtisseries	310	4,9	37,7	21,2	14,9	7,2	2,3	54,1
24664	Gâteau aux amandes type financier, préemballé	gâteaux et pâtisseries	447	8,26	44,3	34,6	25,7	12,2	2,3	189
24666	Mille-feuille	gâteaux et pâtisseries	292	3,88	43,7	21,1	11,3	5,27	0,24	168
24674	Gâteau moelleux sans gluten (cake, madeleine…), préemballé	gâteaux et pâtisseries	443	4,74	50,7	24,3	24,2	7,6	1,62	-
24675	Gâteau moelleux sans gluten (cake, brownie…), au chocolat, préemballé	gâteaux et pâtisseries	434	5,38	49,6	28,9	24,4	7,78	2,18	-
39500	Glace à l'eau ou sorbet ou crème glacée, tout parfum (aliment moyen)	-	249	2,73	32	25,3	11,9	8,45	1,06	55,8
31035	Barre glacée chocolatée	glaces	354	4,79	37	28,8	20,5	13	1,36	100
39503	Glace ou crème glacée, bâtonnet enrobage chocolat	glaces	329	3,3	33,3	27,8	20	14	1,21	73,6
39509	Glace ou crème glacée, cône (taille standard)	glaces	290	3,51	36,8	25,1	13,5	9,77	< 3	52
39515	Glace ou crème glacée, en bac	glaces	191	2,55	26,1	21,9	8,4	5,44	< 3	46
39517	Glace au yaourt	glaces	126	3,45	22,7	20,7	2,2	1,44	< 3	37
39520	Glace ou crème glacée, gourmande, en bac	glaces	231	3,32	29,4	24,8	11	6,78	0,91	58,5
39521	Glace ou crème glacée, gourmande, en pot	glaces	256	3,94	29,2	24,9	13,6	8,33	1	80
39522	Glace ou crème glacée, mini cône	glaces	351	3,89	40,2	28,1	19	14,2	1,96	62,2
39523	Glace ou crème glacée, pot individuel	glaces	233	3,64	23,3	18,9	13,8	9,23	0,74	59,6
39527	Glace ou crème glacée, bac ou pot (aliment moyen)	glaces	171	2,83	25	21,5	6,45	4,18	1,5	43,2
39531	Glace ou crème glacée, petit pot enfant	glaces	170	2,32	24,9	21,8	6,64	5,42	0,67	54,9
39535	Glace ou crème glacée, bâtonnet enrobage fruits	glaces	160	1,52	26,8	22,2	5,14	3,72	0,4	47,4
31013	Sorbet, bâtonnet	sorbets	103	0,23	24,8	22,4	0,28	0,22	0,34	0
39524	Sorbet, en bac	sorbets	122	0,41	28,7	24,9	0,56	0,33	0,99	8,54
39525	Sorbet, pot individuel	sorbets	126	0,5	28,4	25,5	1,03	0,83	0,96	10
39526	Glace à l'eau	sorbets	83,8	0,18	20,5	19,4	0,17	0,1	0,26	2,89
39528	Sorbet, cône	sorbets	216	1,82	38,2	27,7	5,78	4,7	1,85	42
23472	Profiterole avec glace vanille et sauce chocolat	desserts glacés	286	5,38	31,4	19	14,9	8,39	1,6	97
39401	Pêche melba	desserts glacés	119	2,06	18,8	18,2	3,62	1,71	1,54	25,1
39502	Dessert glacé type mystère ou vacherin	desserts glacés	226	2,86	32,9	29,1	9	5,21	1,15	40,7
39512	Dessert glacé type sundae	desserts glacés	211	2,42	30,8	27	8,7	6,98	0,33	97,2
39516	Dessert glacé feuilleté, à partager	desserts glacés	242	2,36	27,3	23,5	13,6	10,8	0,84	38,6
39518	Omelette norvégienne	desserts glacés	212	3,6	34,8	32,7	6,5	3,9	< 0,5	58,3
39519	Poire belle Hélène	desserts glacés	196	2,74	23,5	21	9,57	5,19	2,76	15,7
39529	Nougat glacé	desserts glacés	249	4,47	26,4	23	13,4	5,86	2,41	45
39530	Citron givré ou orange givrée (sorbet)	desserts glacés	133	0,14	29,1	24,4	1,77	traces	traces	13,6
39532	Coupe glacée type café ou chocolat liégeois	desserts glacés	210	2,71	28,7	25,8	9,24	6,92	0,9	47,4
39533	Bûche glacée	desserts glacés	219	2,8	29,8	25,6	9,61	6,43	1,04	41,1
39534	Coupe glacée parfum pêche Melba ou poire Belle-Hélène	desserts glacés	160	1,46	28,9	23,8	4,07	2,49	0,89	16,4
16400	Beurre à 80% MG minimum, doux	beurres	753	0,64	0,71	0,71	83	60	0	14
16401	Huile de beurre ou beurre concentré	beurres	900	0,28	0	0	99,9	61,9	0	2
16402	Beurre à 80% MG, demi-sel	beurres	725	0,75	0,5	0,5	80	56,5	0	762
16403	Beurre à 80% MG, salé	beurres	732	0,5	0,68	traces	80,8	52,9	0	1010
16404	Beurre à 80% MG minimum, doux, tendre	beurres	755	0,7	0,5	-	83,4	-	0	-
16410	Beurre à 60-62% MG, à teneur réduite en matière grasse, doux	beurres	550	0,56	0,7	< 0,2	60,6	40,1	0	18
16411	Beurre à 60-62% MG, à teneur réduite en matière grasse, demi-sel	beurres	555	0,92	0,5	0,5	61	39,6	0	450
16412	Beurre ou assimilé allégé (léger ou à teneur réduite en matière grasse), doux (aliment moyen)	beurres	367	0,34	3,7	1,04	39,1	25,2	< 1,04	159
16413	Beurre sans précision sur la teneur en matière grasse (allégé ou non), demi-sel (aliment moyen)	beurres	712	0,75	0,53	0,51	78,6	55,3	0	742
16414	Beurre ou assimilé sans précision sur la teneur en matière grasse, doux (aliment moyen)	beurres	731	0,63	0,88	0,73	80,5	58	< 0,06	22,3
16415	Beurre à 39-41% MG, léger, doux	beurres	390	0,26	3,6	1,26	41,7	26,2	0	178
16416	Beurre à 39-41% MG, léger, demi-sel	beurres	376	traces	4	1,5	40	26	0	550
16713	"Matière grasse laitière à 15-25% MG, légère, ""à tartiner"", doux, enrichie en vitamine(s)"	beurres	197	0,25	6,2	1,56	19,1	12,1	< 3	250
16030	Huile ou beurre de cacao	huiles et graisses végétales	900	0	0	0	100	59,7	0	0
16040	Huile ou graisse de coco, sans précision	huiles et graisses végétales	897	0	0,41	0	99,5	84,5	0	0
16050	Huile ou graisse de coco, vierge	huiles et graisses végétales	899	0,16	traces	0	99,9	85,4	0	< 4
16060	Huile ou graisse de coco (coprah), raffinée	huiles et graisses végétales	900	0	0	traces	100	86,5	0	0
16080	Matière grasse ou graisse végétale solide (type margarine) pour friture ou graisse à frire	huiles et graisses végétales	898	0,25	0	traces	99,8	94,6	0	< 5
16110	Huile ou beurre de karité	huiles et graisses végétales	900	0	0	0	100	46,6	0	0
16128	Huile pour friture, sans précision	huiles et graisses végétales	900	0	0	0	100	9,86	0	< 5
16150	Huile de palme, raffinée	huiles et graisses végétales	900	0	0	0	100	49,3	0	0
16200	Huile ou graisse de palmiste, sans précision	huiles et graisses végétales	900	0	0	0	100	81,5	0	0
17001	Huile végétale (aliment moyen)	huiles et graisses végétales	899	0,18	0,032	0	99,9	12,9	0	4,08
17020	Huile de noyaux d'abricot	huiles et graisses végétales	900	0	0	0	100	6,3	0	0
17030	Huile d'amande	huiles et graisses végétales	900	0	0	0	100	8,2	0	0
17040	Huile d'arachide	huiles et graisses végétales	899	0,25	0	0	99,9	16,2	0	< 5
17100	Huile d'avocat	huiles et graisses végétales	900	0	0	0	100	17,9	0	0
17110	Huile de germe de blé	huiles et graisses végétales	900	0	0	0	100	18,8	0	0
17130	Huile de colza	huiles et graisses végétales	900	0	0	0	100	7,26	0	< 1,11
17170	Huile de coton	huiles et graisses végétales	900	0	0	0	100	25,9	0	0
17180	Huile de lin	huiles et graisses végétales	900	0	0,018	0	100	8,98	0	0
17190	Huile de maïs	huiles et graisses végétales	900	0	0	0	100	12,9	0	0
17210	Huile de noisette	huiles et graisses végétales	900	0	0	0	100	8,34	0	0
17220	Huile de noix	huiles et graisses végétales	900	0	0	0	100	10	0	0
17270	Huile d'olive vierge extra	huiles et graisses végétales	899	0,25	traces	0	99,9	15,2	0	< 5
17325	Huile de pavot	huiles et graisses végétales	900	0	0	0	100	13,5	0	0
17350	Huile de pépins de raisin	huiles et graisses végétales	900	0	0	0	100	11,4	0	< 5
17390	Huile de son de riz	huiles et graisses végétales	900	0	0	0	100	19,7	0	0
17400	Huile de sésame	huiles et graisses végétales	900	0	0	0	100	14,9	0	0
17420	Huile de soja	huiles et graisses végétales	900	0	0	0	100	15,7	0	< 1,11
17440	Huile de tournesol	huiles et graisses végétales	900	0,25	traces	0	100	11,1	0	10
17700	Huile combinée (mélange d'huiles)	huiles et graisses végétales	897	0	0,49	0	99,5	10,3	0	2,42
17701	Huile combinée, mélange d'huile d'olive et de graines	huiles et graisses végétales	900	0	0	0	100	12,1	0	0
17800	Huile de cameline	huiles et graisses végétales	-	0	0	0	-	-	0	-
17850	Huile de chanvre	huiles et graisses végétales	900	0	< 0,5	< 0,1	100	10,5	< 0,5	< 0,5
17900	Huile d'argan ou d'argane	huiles et graisses végétales	889	0	0	0	98,7	17,6	0	-
16588	Matière grasse tartinable à teneur en MG <= 41%, doux, aux stérols végétaux	margarines	-	0,25	1,3	< 0,5	35	7,8	0	-
16589	Matière grasse tartinable à teneur en MG > 62%, doux, riche en oméga 3	margarines	616	0,00005	0,00005	0,00005	67,7	18	3,6	-
16590	Matière grasse tartinable à teneur en MG > 62%, doux, standard	margarines	650	0,022	0,089	0,089	72,1	32,6	0,13	299
16591	Matière grasse tartinable à teneur en MG > 41% et <= 62%, doux, standard	margarines	540	0,25	0,14	0,14	60	16,2	0	153
16592	Matière grasse tartinable à teneur en MG <= 41%, doux, standard	margarines	366	1,44	2,94	1,37	38,6	17,5	0	212
16593	Matière grasse tartinable à teneur en MG > 62%, demi-sel, standard	margarines	630	0,25	< 0,5	< 0,5	70	17	0	550
16594	Matière grasse tartinable à teneur en MG > 41% et <= 62%, demi-sel, standard	margarines	516	0,00005	0,34	0,34	57,3	22,3	0	550
16595	Matière grasse tartinable à teneur en MG > 41% et <= 62%, doux, aux stérols végétaux	margarines	547	0,25	0	traces	60,8	14,6	0	127
16596	Matière grasse tartinable à teneur en MG > 41% et <= 62%, doux, riche en oméga 3	margarines	508	0,081	0,12	0,11	56,4	14,1	0,094	160
16597	Matière grasse tartinable à teneur en MG > 41% et <= 62%, demi-sel, riche en oméga 3	margarines	506	0,0001	0,0001	0,0001	56,3	14,5	0	550
16598	Matière grasse tartinable à teneur en MG <= 41%, demi-sel, aux stérols végétaux	margarines	321	0,25	1,4	< 0,5	35	7,8	0	490
16599	Matière grasse tartinable à teneur en MG <= 41%, doux, riche en oméga 3	margarines	308	0,00005	0,4	0	34	8,7	0	120
16600	Matière grasse tartinable à teneur en MG <= 41%, demi-sel, standard	margarines	356	0,75	2,8	1,25	38	17	0	650
16601	Matière grasse tartinable, sans précision sur la teneur en matière grasse, doux, standard (aliment moyen)	margarines	557	0,31	0,43	0,26	61,7	21,8	0,042	208
16602	Matière grasse tartinable, sans précision sur la teneur en matière grasse, demi-sel, standard (aliment moyen)	margarines	502	0,12	0,66	0,45	55,5	21,2	0	563
16603	Matière grasse tartinable, sans précision sur la teneur en matière grasse, doux, riche en oméga 3 (aliment moyen)	margarines	501	0,078	0,13	0,11	55,6	13,9	0,091	159
17630	Huile de foie de morue	huiles de poissons	900	0	0	traces	100	22,6	0	0
17640	Huile de sardine	huiles de poissons	900	0	0	0	100	29,9	0	0
17645	Huile de saumon	huiles de poissons	900	0	0	0	100	-	0	0
17650	Huile de hareng	huiles de poissons	900	0	0	0	100	21,3	0	0
16520	Saindoux	autres matières grasses	900	0	0	0	100	39,2	0	0
