code	name	group	energy_kcal	protein_g	carbs_g	sugars_g	fat_g	sat_fat_g	fiber_g	sodium_mg
26102	Maquereau espagnol ou maquereau blanc ou billard, cru	poissons crus	135	22,1	0	0	5,15	1,59	0	59
26103	Denté ou denté commun, cru	poissons crus	102	17	0,65	0	3,5	0,45	0	77
26104	Saint-Pierre, cru	poissons crus	86,7	19,9	traces	traces	0,8	0,25	0	60
26106	Grondin, cru	poissons crus	108	19	3,4	0	2	-	0	-
26107	Corb, cru	poissons crus	87,2	20	0	0	0,8	-	0	-
26108	Capelan, cru	poissons crus	90	18,7	0	0	1,71	-	0	-
26109	Dorade rose ou daurade rose ou pageot rose, crue	poissons crus	102	21	0	0	2	-	0	-
26110	Rouget-barbet de roche, vapeur	poissons crus	143	24,1	0	0	5,2	0,73	0	95,6
26111	Saupe, crue	poissons crus	96,5	18	0,5	0	2,5	-	0	-
26113	Chinchard, cru	poissons crus	116	19	0	0	4,42	2,31	0	-
26122	Églefin, cru	poissons crus	76,2	17,3	1,02	traces	0,35	0,098	0	65,9
26125	Cabillaud ou morue du Pacifique, cru	poissons crus	64,8	15,3	0	0	0,41	0,085	0	303
26127	Congre ou congre commun, cru	poissons crus	127	18,3	3,15	traces	4,6	-	0	50
26128	Grenadier (de roche), cru	poissons crus	68,9	15,4	traces	0	0,81	0,11	0	94
26129	Lieu jaune ou colin, cru	poissons crus	75,5	17,7	0	traces	0,51	0,069	0	129
26130	Julienne ou lingue, crue	poissons crus	80,8	19,2	traces	traces	0,44	0,11	0	128
26133	Tacaud, cru	poissons crus	81,3	19,7	0	0	0,33	0,098	0	81,5
26134	Lieu noir, cru	poissons crus	82,5	18,8	0	traces	0,8	0,15	0	80,5
26135	Limande-sole, crue	poissons crus	80,6	17	traces	traces	1,4	0,2	0	95
26141	Foie de morue, cru	poissons crus	623	5	1	0	66,6	14	0	589
26146	Vivaneau, cru	poissons crus	94,1	20,5	0	0	1,34	0,29	0	64
26153	Sabre, cru	poissons crus	125	18	traces	0	5,9	-	0	110
26154	Flétan du Groënland ou flétan noir ou flétan commun, cru	poissons crus	168	13,5	traces	0	12,7	2,79	0	202
26157	Carangue, cru	poissons crus	104	19,9	0	0	2,7	-	0	89
26159	Coulirou, cru	poissons crus	70,9	17,5	0	0	0,1	-	0	61
26161	Saumon, sauvage, cru	poissons crus	166	21	0	0	9,17	1,92	0	46
26162	Requin, cru	poissons crus	115	20,8	1,34	0	2,91	0,68	0	79
26166	Orphie commune, crue	poissons crus	145	20	3,06	0	5,91	2,01	0	83,5
26168	Lompe, crue	poissons crus	168	10	0	0	14,2	3,01	0	69
26170	Brème, cru	poissons crus	108	16,9	1,03	traces	4	0,78	0	43
26171	Omble chevalier, cru	poissons crus	103	19,8	0	0	2,7	2,2	0	57,5
26172	Loup tacheté, cru	poissons crus	108	16,3	0	0	4,8	0,96	0	105
26173	Sprat, cru	poissons crus	189	19,8	0,57	0	11,9	3,32	0	-
26174	Turbot, cru	poissons crus	85,5	17,9	0	0	1,55	0,19	0	84
26175	Corégone lavaret ou lavaret, cru	poissons crus	115	20,5	0	traces	3,72	0,87	0	50
26178	Mérou, cru	poissons crus	85,2	18,6	0,72	0	0,86	0,2	0	53
26194	Lingue bleue, crue	poissons crus	79,6	18,9	0	0	0,44	0,095	0	92,8
26200	Sole tropicale ou sole-langue, crue	poissons crus	70,3	15,7	0,53	0	0,58	0,18	0	140
26201	Turbot, élevage, cru	poissons crus	109	18,3	traces	0	3,94	0,57	0	77,9
26205	Bar commun ou loup (Méditerranée), sauvage, cru	poissons crus	97,9	20,1	0	0	1,94	0,49	0	71,4
26206	Bar commun ou loup (Méditerranée), élevage, cru	poissons crus	124	21,4	traces	0	4,25	1,04	0	46,6
26208	Baudroie rousse ou Lotte, crue	poissons crus	70,2	16,7	traces	0	0,37	0,084	0	127
26210	Sébaste du nord ou grand sébaste, ou dorade sébaste, ou daurade sébaste, crue	poissons crus	89,5	18,8	traces	traces	1,6	0,31	0	72,8
26213	Hoki, tout lieu de pêche, cru	poissons crus	92,3	17,8	traces	0	2,36	0,53	0	70,8
26214	Hoki de Nouvelle-Zélande, cru	poissons crus	75,5	15,6	traces	0	1,46	0,26	0	54,4
26219	Grondin perlon, cru	poissons crus	97,4	20,3	traces	0	1,79	-	0	-
26223	Saumon argenté du Pacifique (coho), cru	poissons crus	147	21,4	0	0	6,8	1,54	0	46,5
26233	Merlu blanc du Cap, surgelé, cru	poissons crus	78	16,1	traces	traces	1,52	0,51	0	87,5
26235	Chinchard maigre, cru	poissons crus	96,7	18,7	traces	0	2,42	0,66	0	62
26236	Chinchard gras, cru	poissons crus	147	19,6	0	0	7,66	1,79	0	54,7
26237	Hareng maigre, cru	poissons crus	111	18,3	0	0	4,22	0,83	0	75
26238	Hareng gras, cru	poissons crus	175	18,7	0,77	traces	10,8	2,23	0	52,4
26240	Joëls (petits poissons entiers) pour friture, crus	poissons crus	88,9	17,5	0	0	2,1	0,4	0	108
26241	Empereur, filet, sans peau, cru	poissons crus	73,5	15	0	0	1,5	0,3	0	83
26244	Rouget-barbet, filet avec peau, surgelé, cru (Thaïlande,Vietnam, Sénégal…)	poissons crus	96,7	16,3	0	0	3,5	0,9	0	78
27003	Carpe, élevage, crue	poissons crus	114	17,7	0	traces	4,76	1,28	0	30,6
27008	Truite ou truite fario, élevage, crue	poissons crus	133	19,3	0	0	6,22	1,25	0	41,8
27009	Truite arc en ciel, élevage, crue	poissons crus	132	19	0	traces	6,24	1,15	0	45,5
27010	Perche ou perche européenne, crue	poissons crus	84,6	17,9	0,6	traces	1,19	0,28	0	55,2
27011	Brochet, cru	poissons crus	87,7	18,8	1	traces	0,94	0,26	0	51,9
27012	Esturgeon d’Europe occidentale, cru	poissons crus	127	17,7	0,87	0	5,84	1,34	0	49,2
27016	Anguille, crue	poissons crus	240	16,1	2,06	traces	18,6	4,25	0	65,5
27017	Pangas, poisson-chat, machoiron, cru	poissons crus	65,2	13,5	traces	0	1,27	0,47	0	274
27019	Tilapia, cru	poissons crus	91,6	18,1	traces	0	2,13	0,56	0	28,3
27021	Truite saumonée, crue	poissons crus	143	19,2	traces	0	7,4	1,2	0	92,8
27023	Lotte de rivière, crue	poissons crus	77	17,8	0	traces	0,66	0,17	0	86
27024	Sandre, cru	poissons crus	87,2	18,3	1,06	traces	1,08	0,3	0	57
27025	Perche du Nil, crue	poissons crus	82,4	19,1	traces	0	0,68	0,22	0	57,5
10000	Bigorneau, cuit	mollusques et crustacés cuits	109	16,3	3,01	traces	3,5	0,26	0	193
10004	Coquille Saint-Jacques, noix et corail, cuite	mollusques et crustacés cuits	110	20,2	3,22	traces	1,77	0,32	0	183
10006	Crevette grise, cuite	mollusques et crustacés cuits	89,4	19,4	0,47	0	1,1	0,31	0	458
10007	Crevette, cuite	mollusques et crustacés cuits	91,3	20,5	0,2	0	0,79	0,25	0	640
10009	Homard, bouilli/cuit à l'eau	mollusques et crustacés cuits	90,9	19,6	0,11	traces	1,32	0,21	0	361
10013	Moule, bouillie/cuite à l'eau	mollusques et crustacés cuits	108	17,2	5,12	traces	2,09	0,37	0	322
10020	Bulot ou buccin, cuit	mollusques et crustacés cuits	97,7	20,7	2,69	traces	0,47	0,072	0	387
10022	Langouste, bouillie/cuite à l'eau	mollusques et crustacés cuits	106	21,8	1,3	0	1,52	0,26	0	182
10025	Crabe ou tourteau, bouilli/cuit à l'eau	mollusques et crustacés cuits	124	19,5	1,79	traces	4,29	0,55	0	478
10027	Clam, praire ou palourde, bouilli/cuit à l'eau	mollusques et crustacés cuits	99,2	16,2	5,33	0	1,48	0,14	0	625
10031	Écrevisse, cuite	mollusques et crustacés cuits	73,5	16,3	0,56	< 0,25	0,7	0,17	0	85,7
10033	Crevette bouquet, sauvage, cuite	mollusques et crustacés cuits	103	22,8	0	0	1,27	0,22	0	188
10034	Coque, cuite	mollusques et crustacés cuits	86,9	13,6	5,64	0	1,1	0,29	0	384
10037	Calmar ou calamar ou encornet, bouilli/cuit à l'eau	mollusques et crustacés cuits	149	32,5	1,64	0	1,4	0,24	0	744
10043	Fruits de mer (aliment moyen)	mollusques et crustacés cuits	103	19,5	2,47	0,0038	1,66	0,32	0,003	511
10044	Langoustine, bouillie/cuite à l'eau	mollusques et crustacés cuits	92,6	20,9	0	0	0,98	0,14	0	270
10057	Araignée de mer, bouillie/cuite à l'eau	mollusques et crustacés cuits	108	18,3	0,16	0	3,8	1,14	0	385
10061	Crevette blanche ou crevette tropicale (rose), élevage, cuite	mollusques et crustacés cuits	97,5	22,1	0,14	0	0,93	0,33	0	730
10062	Crevette tropicale (tigrée), élevage, cuite	mollusques et crustacés cuits	101	22,6	0,75	0	0,83	0,27	0	570
10064	Crevette tropicale (rose), cuite (Penaeus brasiliensis)	mollusques et crustacés cuits	117	26,6	0	0	1,18	0,25	0	138
10079	Poulpe, cuit	mollusques et crustacés cuits	156	29,8	4,4	0	2,08	0,45	0	460
10080	Fruits de mer, mélange ou cocktail, surgelés, cuits	mollusques et crustacés cuits	79,5	13,5	2,83	0	1,57	0,45	0	402
10084	Calmar ou calamar ou encornet, frit ou poêlé avec matière grasse	mollusques et crustacés cuits	173	17,9	8,45	0	7,48	1,88	0	306
10086	Crevettes, décortiquées, cuites, réfrigérées, préemballées	mollusques et crustacés cuits	92,5	18,3	2,6	0,055	1,02	0,18	0,1	670
10088	Ecrevisses, décortiquées, cuites, réfrigérées, préemballées	mollusques et crustacés cuits	82,7	18,6	0,1	0,06	0,9	0,32	0,13	-
10089	Crevettes grises, décortiquées, cuites, réfrigérées, préemballées	mollusques et crustacés cuits	91,7	20,7	0,083	0,083	1	0,2	0	-
10099	Escargot, cuit	mollusques et crustacés cuits	84,7	16,6	1,39	< 0,3	1,4	0,31	0	109
10100	Crevette sauvage, cuite	mollusques et crustacés cuits	97,3	22	0,04	0	1,01	0,35	0	-
10101	Crevette, élevage, cuite (aliment moyen)	mollusques et crustacés cuits	100	22,5	0,64	0	0,85	0,28	0	599
34501	Grenouille, cuisse, grillée/poêlée	mollusques et crustacés cuits	95,7	21,9	0,015	0	0,9	0,3	0	87,8
10001	Calmar ou calamar ou encornet, cru	mollusques et crustacés crus	77	14,4	2,17	traces	1,19	0,28	0	243
10003	Coquille Saint-Jacques, noix et corail, crue	mollusques et crustacés crus	83	17	0,78	traces	1,31	0,19	0	191
10008	Escargot, cru	mollusques et crustacés crus	77,9	16,1	1,29	traces	0,92	0,19	0	138
10010	Homard, cru	mollusques et crustacés crus	85,5	17,9	0,94	0	1,15	0,2	0	361
10011	Huître, sans précision, crue	mollusques et crustacés crus	67,2	8,64	3,86	traces	1,91	0,34	0	578
10014	Moule commune, crue	mollusques et crustacés crus	71,8	11,2	2,69	traces	1,82	0,44	0	339
10015	Langouste, crue	mollusques et crustacés crus	86,9	17,7	1,07	0	1,34	0,25	0	180
10016	Seiche, crue	mollusques et crustacés crus	76,3	16,2	0,51	traces	1,05	0,37	0	372
10017	Clam, praire ou palourde, cru	mollusques et crustacés crus	80,5	11,5	2,66	traces	2,65	0,21	0	329
10018	Poulpe, cru	mollusques et crustacés crus	60,1	12,9	0,97	traces	0,5	0,16	0	271
10019	Bulot ou buccin, cru	mollusques et crustacés crus	131	23,8	7,61	0	0,57	0,16	0	206
10021	Crevette, crue	mollusques et crustacés crus	99	19,7	3,21	0	0,84	0,22	0	182
10024	Langoustine, crue	mollusques et crustacés crus	89,8	19,1	1,53	0	0,79	0,27	0	287
10026	Moule de Méditerranée, crue	mollusques et crustacés crus	68,7	10,7	2,77	0	1,67	-	0	-
10030	Écrevisse, crue	mollusques et crustacés crus	68,3	14,8	0,81	traces	0,64	0,11	0	157
10035	Huître creuse, crue	mollusques et crustacés crus	67,2	8,64	3,86	0	1,91	0,34	0	566
10036	Huître plate, crue	mollusques et crustacés crus	53,5	10,2	1,16	0	0,9	0,17	0	510
10038	Crevette, surgelée, crue	mollusques et crustacés crus	105	23,4	0,74	traces	0,9	0,17	< 0,5	240
10039	Crabe, cru	mollusques et crustacés crus	104	19,5	0,027	0	2,86	0,46	0	275
10041	Ormeau, cru	mollusques et crustacés crus	99,6	14,4	8,69	0	0,83	0,15	0	189
10045	Coquille Saint-Jacques, noix, crue	mollusques et crustacés crus	83,6	17,9	1,15	traces	0,84	0,094	0	137
10048	Pecten d'Amérique ou peigne du Canada, noix, crue	mollusques et crustacés crus	81,3	17,3	1,78	0	0,54	-	0	-
10049	Pétoncle ou peigne du Pérou, noix, crue	mollusques et crustacés crus	88,7	17,5	3,1	0	0,7	0,3	0	150
10074	Bigorneau, cru	mollusques et crustacés crus	-	-	0	0	1,84	0,59	0	-
34500	Grenouille, cuisse, crue	mollusques et crustacés crus	70	16,2	0,66	0	0,28	0,073	0	54,5
8059	Rillettes de crabe, préemballées	produits à base de poissons et produits de la mer	210	9,16	4,61	1,74	16,6	1,79	2,61	440
8080	Rillettes de poisson, préemballées	produits à base de poissons et produits de la mer	242	13,9	traces	0,3	20,7	4,24	0	385
8081	Rillettes de saumon, préemballées	produits à base de poissons et produits de la mer	242	12,9	2,77	1,52	19,6	3,63	1,2	510
8082	Rillettes de thon, préemballées	produits à base de poissons et produits de la mer	235	13,6	1,88	1,17	18,8	2,72	1,69	490
8083	Rillettes de maquereau, préemballées	produits à base de poissons et produits de la mer	246	11	1	0	22	-	0	-
8290	Tarama, au saumon fumé, préemballé	produits à base de poissons et produits de la mer	501	7,7	4,74	0,68	50	4,12	0,38	533
8291	Terrine de poisson, préemballée	produits à base de poissons et produits de la mer	205	9,01	4,21	1,59	16,7	2,77	1,36	500
8292	Terrine de fruits de mer (par ex. de Saint-Jacques), avec ou sans poisson, préemballée	produits à base de poissons et produits de la mer	190	9,13	7,89	1,74	13,3	2,5	1,2	590
8293	Tarama, aux oeufs de cabillaud, préemballé	produits à base de poissons et produits de la mer	518	6,11	4,01	0,62	53	4,31	0,48	720
10002	Calmar ou calamar ou encornet, à la romaine (beignet), préemballé	produits à base de poissons et produits de la mer	229	8,69	26,7	2,5	9,5	1	1	852
10005	Crabe, miettes et ou pattes décortiquées, appertisé, égoutté	produits à base de poissons et produits de la mer	97,8	18,1	4,16	0	0,96	0,19	0	656
10012	Langoustine, panée, frite	produits à base de poissons et produits de la mer	282	10,9	29	traces	13,6	1,5	traces	660
10023	Beignet de crevette	produits à base de poissons et produits de la mer	260	6,5	35,5	11	10	0,5	1	770
10028	Moules, au naturel, appertisées, égouttées	produits à base de poissons et produits de la mer	97,6	16,1	2,6	0,52	2,1	0,7	1,95	628
10042	Escargot en sauce au beurre persillé, préemballé, cuit	produits à base de poissons et produits de la mer	275	12,9	1,75	0	23,7	14,8	1,25	665
10081	Moules à la sauce catalane ou escabèche (tomate), appertisée, égouttée	produits à base de poissons et produits de la mer	75,4	9,6	4,9	3	1,65	0,58	1,25	691
25433	Accra de poisson, préemballé	produits à base de poissons et produits de la mer	275	12,4	15,1	2,55	17,6	2,3	3	583
25537	Carpaccio de saumon avec marinade, fait maison	produits à base de poissons et produits de la mer	238	16,9	0,22	-	18,8	2,89	0,26	231
25992	Saumon fumé, aux cinq baies	produits à base de poissons et produits de la mer	199	22,6	1,44	0,56	11,4	2,39	0,0001	-
25993	Saumon fumé, à l'aneth et au citron	produits à base de poissons et produits de la mer	201	21,2	0,37	0,37	12,8	1,93	0,0001	1200
25994	Maquereau, filet grillé, appertisé, en sauce, égoutté	produits à base de poissons et produits de la mer	259	18,8	0,96	0,78	19,7	4,02	0,6	366
25998	Hareng fumé, doux	produits à base de poissons et produits de la mer	163	18,1	0,44	0,24	9,9	2,24	< 1	1510
25999	Anchois, filets, roulés aux câpres, salés, à l'huile, semi-conserve, égouttés	produits à base de poissons et produits de la mer	195	22,9	1,56	-	10,6	1,5	0,98	-
26000	Anchois, filets, marinés à l'huile, semi-conserve, égouttés	produits à base de poissons et produits de la mer	167	20,6	0,47	0	9,08	1,69	< 0,5	1008
26002	Carrelet ou plie ou plie commune, pané, frit	produits à base de poissons et produits de la mer	271	14,3	15,2	traces	16,8	2	1	237
26004	Oeufs de lompe ou oeufs de lump, semi-conserve	produits à base de poissons et produits de la mer	77,8	10,4	1,01	0,17	3,48	1,28	0,4	1600
26005	Caviar, semi-conserve	produits à base de poissons et produits de la mer	254	25	traces	traces	17,1	3,21	0	-
26010	Hareng mariné ou rollmops, préemballé	produits à base de poissons et produits de la mer	189	13,7	1,95	0,88	13,8	1,98	0	870
26013	Hareng fumé, au naturel	produits à base de poissons et produits de la mer	167	16,5	0,5	0	11	2,76	0	1590
26016	Limande-sole, panée, frite	produits à base de poissons et produits de la mer	206	16,7	11,9	1	10,2	1,3	0	270
26027	Pilchard, sauce tomate, appertisé, égoutté	produits à base de poissons et produits de la mer	157	13	1,5	1	11	3	0	400
26028	Nuggets ou croquette panée de poisson, préemballé	produits à base de poissons et produits de la mer	255	13,2	18,4	1,07	13,7	2,45	2,5	418
26029	Poisson pané, surgelé, cru	produits à base de poissons et produits de la mer	163	11	15,6	2,2	6,14	1,3	0,9	270
26030	Poisson pané, frit	produits à base de poissons et produits de la mer	194	11,9	13,5	0,37	10	2,15	0,8	338
26034	Sardine, à l'huile, appertisée, égouttée	produits à base de poissons et produits de la mer	217	23,3	0,31	0	13,7	3,06	0	300
26035	Sardine, sauce tomate, appertisée, égouttée	produits à base de poissons et produits de la mer	194	20,2	1,83	0,5	11,6	3,04	1	280
26037	Saumon fumé	produits à base de poissons et produits de la mer	184	22,2	0,13	0,13	10,5	1,81	0,26	1220
26039	Thon, au naturel, appertisé, égoutté	produits à base de poissons et produits de la mer	143	26,8	0	0	3,94	1,01	0	251
26040	Sardine, à l'huile d'olive, appertisée, égouttée	produits à base de poissons et produits de la mer	224	23,3	0,11	0	14,5	3,07	0	291
26046	Surimi, bâtonnets, tranche ou râpé saveur crabe	produits à base de poissons et produits de la mer	117	7,54	11,8	2,71	4,33	0,41	0,73	628
26056	Oeufs de cabillaud, fumés, semi-conserve	produits à base de poissons et produits de la mer	154	29	0,1	-	4,2	0,56	0	816
26077	Thon germon ou thon blanc, cuit à la vapeur sous pression	produits à base de poissons et produits de la mer	165	30	0	traces	5,06	1,35	0	41,1
26086	Maquereau, filet sauce tomate, appertisé, égoutté	produits à base de poissons et produits de la mer	240	17,7	5,5	1,9	16,3	3,37	0,1	234
26087	Maquereau, fumé	produits à base de poissons et produits de la mer	289	19,8	0,92	traces	22,9	5,26	0	616
26090	Haddock (fumé) ou églefin fumé	produits à base de poissons et produits de la mer	97	22,6	0	0	0,73	0,17	0	763
26096	Maquereau, filet sauce moutarde, appertisé, égoutté	produits à base de poissons et produits de la mer	218	20,8	1,5	0,83	14,2	3,92	0,67	405
26097	Maquereau, filet au vin blanc, appertisé, égoutté	produits à base de poissons et produits de la mer	202	17,8	1	0,5	14,1	2,92	0	387
26098	Morue, salée, sèche	produits à base de poissons et produits de la mer	210	47,6	1,1	0	1,67	0,31	0	4900
26119	Saumon, appertisé, égoutté	produits à base de poissons et produits de la mer	144	21	4,9	traces	4,5	0,81	0	406
26123	Maquereau, filet (grillé ou non), au naturel, appertisé, égoutté	produits à base de poissons et produits de la mer	221	18,8	0,018	0	16,2	3,74	0	337
26124	Merlan, pané	produits à base de poissons et produits de la mer	190	12,6	13	1,7	9,57	1,1	0,9	250
26142	Foie de morue, appertisé, égoutté	produits à base de poissons et produits de la mer	433	7,25	1	traces	44,4	6,87	0	446
26151	Oeufs de truite, semi-conserve	produits à base de poissons et produits de la mer	209	26,3	4	< 0,2	9,5	1,65	1	1070
26152	Lieu ou colin d'Alaska, fumé	produits à base de poissons et produits de la mer	81,3	18,3	0	0	0,9	0,1	0	-
26177	Anchois, filets, salés, à l'huile, semi-conserve, égouttés	produits à base de poissons et produits de la mer	199	24,9	0	0	11	1,64	0	3600
26179	Thon germon ou thon blanc, à l'huile d'olive, appertisé, égoutté	produits à base de poissons et produits de la mer	192	31,3	1,01	0	6,95	1,41	0	270
26180	Thon à l'huile de tournesol, entier, appertisé, égoutté	produits à base de poissons et produits de la mer	206	23,3	0,76	-	12,2	1,34	0	373
26181	Thon albacore, au naturel, appertisé, égoutté	produits à base de poissons et produits de la mer	127	24,8	3,67	0	1,46	0,44	0	283
26186	Maquereau, mariné	produits à base de poissons et produits de la mer	185	16,3	-	-	13,3	-	0	915
26231	Sardine, filets sans arêtes à l'huile d'olive, appertisés, égouttés	produits à base de poissons et produits de la mer	202	23,2	1,16	traces	11,6	2,68	0	282
26232	Hareng fumé, à l'huile	produits à base de poissons et produits de la mer	168	15,1	2	0	11	3,12	0	1630
26239	Surimi, fourré au fromage frais	produits à base de poissons et produits de la mer	148	6,6	9,24	2,8	9,3	3,84	< 1	688
26242	Thon à la tomate, miettes, appertisées, égouttées	produits à base de poissons et produits de la mer	140	13	4,33	3,67	7,67	1,17	0,67	666
